night,dow,checkout,hotel,room,price_jpy,price_thb,under_cap_2800thb,review_score,review_count,free_cancellation,no_prepayment,breakfast_included,area,room_kind,source,url
2026-11-07,Sat,2026-11-08,Oasis IKEBUKURO,Late Escape Deal,33840,7079,no,8.0,2,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/oasis-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ikebukuro no Yado detached house,Vacation Home,34364,7189,no,8.0,56,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-nosu.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Laluna Higashiikebukuro,One-Bedroom Apartment,35363,7398,no,8.1,85,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/laluna-higashiikebukuro-dong-jing-du.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Super Hotel Ikebukuro-Eki Kitaguchi,Double Room with Small Double Bed,35888,7508,no,8.2,841,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/super-hotel-inn-ikebukuroeki-kitaguchi.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,SLEEPLAB THE STAY 池袋 -Ikebukuro-,One-Bedroom Family Apartment,36409,7617,no,8.1,12,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/sleeplab-the-stay-chi-dai-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,桜の川65 池袋駅C6口 8分 2-10人丨Ikebukuro JR Line C6 Exit 8 minutes 2-10 people,Late Escape Deal,36655,7668,no,9.5,27,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ying-nochuan-65-ikebukuro-area.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Dormy Inn Ikebukuro - Natural Hot Spring,Late Escape Deal,37182,7778,no,8.7,1808,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/domiinchi-dai.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Super Hotel Tokyo Otsuka,Double Room,37758,7899,no,8.8,750,no,no,yes,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/super-tokyo-otsuka.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Tokyu Stay Ikebukuro,Moderate double Room - Non Smoking,37762,7900,no,8.7,1137,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyu-stay-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Super Hotel Premier Ikebukuro Natural Hot Spring,Room Selected at Check-In,38209,7993,no,8.8,1985,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/supahoterupremierchi-dai-tian-ran-wen-quan.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ikebukuro 3-Chome Stay,,38250,8002,no,10.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-3ding-mu-stay.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,OMO5 Tokyo Otsuka by Hoshino Resorts,YAGURA Room,38291,8010,no,8.8,1371,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/xing-ye-rizoto-omo5-da-zhong.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,BaliAn Resort Forest Ikebukuro,Comfort Double Room - Smoking,38291,8010,no,9.0,90,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hoterubarianrizotohuoresutochi-dai-xi-kou-dian.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Y's INN Ikefukuro 109T,Villa,38341,8021,no,8.3,3,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-chi-dai-yi-madetu-bu-11fen-xin-su-shibui-gu-qian-cao-yin-zuo-qiu-xie-yua.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Yume No Yado Irodori 127t,Villa,39212,8203,no,,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/127t-meng-nosu-cai-ri-3ldkyi-xuan-jia-dai-qie-chi-dai-yi-tu-bu-10fen-siyotupingu.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Keio Presso Inn Ikebukuro,Double Room with Small Double Bed - Non-Smoking,39593,8283,no,8.5,1433,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/keio-presson-inn-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Maison Highway Ikebukuro,One-Bedroom Apartment,40930,8563,no,9.0,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/maison-highway-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Hotel Moana Otsuka (Adult Only),Quadruple Room,41091,8596,no,8.0,303,yes,yes,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/hoteru-moana-otsuka.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,"SCD155 Private House for 9 with Rooftop in Ikebukuro, Direct Access to Tokyo's Core Commercial Districts",Villa,41315,8643,no,8.8,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/spacious-villa-in-ikebukuro-suburbs-direct-access-to-tokyos-core-commercial-dist.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,SCD2 Fully Equipped House for 9 in Ikebukuro,Three-Bedroom Villa,41546,8691,no,8.0,6,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-commercial-district-premium-homestay.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,"9-min walk to Ikebukuro Station, 1-min walk to Kanamecho Station Max 8 guests 70 sqm Free parking Direct access to Shinjuku, Shibuya, Ueno",Two-Bedroom Apartment,42751,8944,no,8.8,6,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/9-min-walk-to-ikebukuro-station-1-min-walk-to-kanamecho-station-max-8-guests-70.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Wellsquareism Ikebukuro East,One-Bedroom Apartment,45113,9438,no,8.7,41,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/well-square-ikebukuro-east.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Yume No Yado Tsubasa 132t,Standard Villa,46127,9650,no,9.0,13,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/meng-nosu-yi-5ldk-7min-to-ikebukuro-full-renovation-easy-access.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,ixtupinnenn 020T,,46800,9791,no,10.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/yi-pin-yuan-4ldkhu-jian-108m-riniyuaru-wu-liao-zhu-che-chang-ari-da-xing-wei-she.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ikebukuro 3 Chome,Villa,67100,14037,no,9.5,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-3-chome.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Corpo Okazaki - Vacation STAY 20516,,74470,15579,no,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/corpo-okazaki-vacation-stay-20516.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,hotel hisoca ikebukuro,Deluxe King Room,75600,15816,no,9.3,327,yes,yes,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hisoca.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,MIMARU Tokyo Ikebukuro,Late Escape Deal,76000,15899,no,9.1,1045,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/mimarudong-jing-chi-dai.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Felizstay Ikebukuro,New to Booking.com,89306,18683,no,,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/felizstay-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Sunshine City Prince Hotel Ikebukuro Tokyo,Japanese Style Room - Non-Smoking,112785,23595,no,8.5,3151,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/sunshine-city-prince.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,8路線使用可能！アクセス抜群/池袋駅より徒歩5分/最大11名/Wi-Fi完備/まるごと3LDK,Three-Bedroom Apartment,224609,46988,no,8.6,39,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/8lu-xian-shi-yong-ke-neng-akusesuba-qun-chi-dai-yi-yoritu-bu-5fen-zui-da-11ming.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Business Hotel Kankokukan - Vacation STAY 45862v,Apartment,7374,1543,yes,8.0,12,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/business-kankokukan-vacation-stay-45862v.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,池袋 4 丁目に位置するHanano Sato Lumiere 新宿 銀座 上野 秋葉原など東京主要観光地へのアクセスが非常に良好です 徒歩圏内に 24 時間コンビニ 銭湯がございます,New to Booking.com,8240,1724,yes,8.5,2,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/hanano-sato-lumiere.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,雲海池袋 101貸切 要町駅徒歩7分 池袋バスまで6分 高速WiFi スマートロック 最大3名,,9000,1883,yes,10.0,0,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/yun-hai-chi-dai-101dai-qie-yao-ting-yi-tu-bu-7fen-chi-dai-basumade6fen-gao-su-wi.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Hotel en ホテル エン-Adult Only-,,10000,2092,yes,9.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/en-hoteruen.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,House Ikebukuro,Japanese Style Economy Room,10455,2187,yes,8.4,1381,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/house-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Kimi Ryokan,Twin Room,10500,2197,yes,8.3,1035,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/kimi-ryokan.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,"7-minute walk from Otsuka Station,Yamanote Line 3-person Shared garden",One-Bedroom Apartment,10636,2225,yes,9.2,8,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/7-minute-walk-from-otsuka-station.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Hotel Moana Otsuka (Adult Only),Small Double Room,10909,2282,yes,8.0,303,yes,yes,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/hoteru-moana-otsuka.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,"BRT203 Cook & Relax, Private Kitchen & Double Bed",One-Bedroom Apartment,11008,2303,yes,8.5,4,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/brt203-ikebukuro-station-double-apartment-in-a-busy-business-district-yamanote-l.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,"BRT102 Near Ikebukuro, Easy Tokyo Access",,11008,2303,yes,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/brt102-apartment-102-for-2-people-direct-access-to-shinjuku-and-shibuya-on-the-y.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Frame HIGASHI IKEBUKURO,Double or Twin Room,11230,2349,yes,8.6,31,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/frame-higashiikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,ARM ikebukuro,One-Bedroom Apartment,11617,2430,yes,8.2,45,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/arm-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Restay Frontier (Adult Only),Double Room,11635,2434,yes,9.0,570,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/hoteruhuronteia.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,japan house Ikebukuro 2,Double Room,12042,2519,yes,8.5,249,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-ikebukuro-2-toshima-city.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Home Story in Tokyo JR山手線大塚駅Otsuka &東京屋語,Late Escape Deal,12076,2526,yes,9.0,6,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyo-house-asakusa.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Ikebukuro Center# Ikebukuro 5min walk#池袋中心地带# 池袋车站步行5分#无限制wifi#306,,12379,2590,yes,9.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-center-ikebukuro-5min-walk-chi-dai-zhong-xin-di-dai-chi-d-toshima-cit2.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Super Hotel Ikebukuro-Eki Kitaguchi,Double Room with Small Double Bed,12418,2598,yes,8.2,841,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/super-hotel-inn-ikebukuroeki-kitaguchi.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,ジェミニス池袋303,One-Bedroom Apartment,12600,2636,yes,8.5,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/zieminisuchi-dai-303.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,KOKO HOTEL Ikebukuro,Small Double Room - Non-Smoking,12715,2660,yes,8.6,1616,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/wing-international-select-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,KOSUMOSU Ikebukuro Shinjuku Private House,Double Room with Two Double Beds,12727,2662,yes,8.4,146,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/kosumosu.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Washington R&B Hotel Otsuka Eki Kitaguchi,Double Room with Small Double Bed - Non-Smoking,12818,2682,yes,8.2,953,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/r-and-b-otsukaeki-kitaguchi.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,nestay miriz tokyo ikebukuro,Late Escape Deal,12987,2717,yes,8.4,179,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/nestay-miriz-tokyo-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,"32B Ikebukuro, 3 bedrooms and 1 living room, 7 mins to ST Max 7P 池袋 全新装修 三室一厅 交通中心 车站7分钟 最大7人 直达新宿 涉谷 表参道 品川 池袋 上野 代代木 银座 原宿",Three-Bedroom Apartment,13091,2739,yes,8.9,28,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/32b-ikebukuro-3-bedrooms-and-1-living-room-7-mins-to-st-max-7p-chi-dai-quan-xin.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,HOTEL MYSTAYS Higashi Ikebukuro,Superior Semi Double - Non-Smoking - House Keeping is Optional with Additional Cost,13327,2788,yes,8.3,1699,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/flexstay-higashi-ikebukuro-inn.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Reimi Mondo703,Two-Bedroom Apartment,13342,2791,yes,8.0,3,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/reimi-mondo703.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,HOTEL PAL Otsuka -Adult Only-,Standard Double Room (Check-in after 19:00),13455,2815,no,9.2,97,yes,yes,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/pal.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,APA Hotel Yamanote Otsuka Ekimae Tower,Standard Double Room - Non-Smoking,13455,2815,no,8.5,8714,yes,yes,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/apa-yamanote-otsuka-eki-tower.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Ikebukuro Warmハウス306,One-Bedroom Apartment,13492,2823,no,8.9,17,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-warmhausu306.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,japan house Otsuka,One-Bedroom Apartment,13705,2867,no,9.0,141,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-otsuka.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,KOKO HOTEL Ikebukuro East,Standard Double Room - Non-Smoking,13745,2875,no,8.4,1366,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/wing-international-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,ARstay IKEBUKURO TOKYO,,13923,2913,no,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/arstay-ikebukuro-li-dao-qu.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Laluna Higashiikebukuro,One-Bedroom Apartment,13939,2916,no,8.1,85,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/laluna-higashiikebukuro-dong-jing-du.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,桜の川 池袋駅7分 2-4人丨7 minutes from Ikebukuro Station 2-4 people,Late Escape Deal,14051,2939,no,8.2,46,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-8min-modern-stay.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Garden Otsuka 302,One-Bedroom Apartment,14249,2981,no,8.2,42,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/garden-otsuka-gadenda-zhong-hoteru.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,ルチル池袋東京,Late Escape Deal,14300,2992,no,8.3,187,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/rutile-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Shiratori306 B036,New to Booking.com,14483,3030,no,8.3,3,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/b036po-wei-sanbai-niao-306a.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Maison Highway Ikebukuro,One-Bedroom Apartment,14521,3038,no,9.0,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/maison-highway-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,R&B Hotel Otsuka Eki Kitaguchi - Vacation STAY 14227v,,14545,3043,no,10.0,0,yes,no,yes,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/r-b-otsuka-eki-kitaguchi-vacation-stay-14227v.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,SUPER HOTEL Ikebukuro West Natural Hot Spring,Room Selected at Check-In,14553,3044,no,8.7,1349,no,no,yes,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/super-hotel-jr-ikebukuro-nishiguchi.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,"10min walk Ikebukuro Sta JR , 10min Shinjuku Sta, Wi-Fi, PocketWiFi",Quadruple Room,14767,3089,no,8.0,73,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-li-dao-qu.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,HOTEL APERTO (Adult Only),Check-in after 9pm - Standard Double Room,14973,3132,no,8.7,1297,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/aperto.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,タスキスマート池袋一号館Tasuki Smart Ikebukuro1,Apartment,15068,3152,no,8.7,186,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-ikebukuro-1.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Super Hotel Premier Ikebukuro Natural Hot Spring,Room Selected at Check-In,15434,3229,no,8.8,1985,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/supahoterupremierchi-dai-tian-ran-wen-quan.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Tokyo Ikebukuro House,One-Bedroom Apartment,15545,3252,no,8.3,3,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyo-ikebukuro-house.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,The house Urban IKEBUKURO near station,New to Booking.com,15648,3274,no,8.6,12,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/the-house-urban-ikebukuro-near-station.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Super Hotel Tokyo Otsuka,Double Room,15685,3281,no,8.8,750,no,no,yes,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/super-tokyo-otsuka.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-08,Sun,2026-11-09,Keio Presso Inn Ikebukuro,Double Room with Small Double Bed - Non-Smoking,15717,3288,no,8.5,1433,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/keio-presson-inn-ikebukuro.html?checkin=2026-11-08&checkout=2026-11-09&group_adults=2&no_rooms=1&selected_currency=JPY
